"A synchronization profiler for hybrid full system simulation platform","Kuan-Chung Chen; Chung-Ho Chen","Dept. of Electr. Eng., Nat. Cheng Kung Univ., Tainan, Taiwan","SoC Design Conference (ISOCC), 2010 International","22-23 Nov. 2010","2010","","","91","94","A hybrid abstraction of a full system simulation platform can provide flexible hardware-and-software co-verification and co-simulation in early stage of system-on-a-chip development. Being a hybrid abstraction for the simulated system, it has the advantage of faster simulation speed; however, its lack of timing information and no performance-metric synchronization mechanism among the different abstraction levels of the simulation models present troubles in doing performance analysis. To facilitate performance evaluations for hybrid abstraction simulation systems, in this paper, we propose a synchronization profiler to enable cross-abstraction level performance analysis and at the same time retain the fast simulation advantage. This approach allows a design engineer to evaluate not only the interactions between an application and its accelerated hardware but also the corresponding device drivers as well as the OS kernel.","","978-1-4244-8633-5","","10.1109/SOCDC.2010.5682966","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5682966","electronic system level design;hybrid full system simulation;simulation synchronization profiler","Driver circuits;Engines;Graphics processing unit;Hardware;Registers;Synchronization","abstracting;formal verification;hardware-software codesign;system-on-chip","accelerated hardware;cross-abstraction level performance analysis;device drivers;flexible hardware-and-software coverification;hybrid abstraction simulation systems;hybrid full system simulation platform;performance evaluation;performance metric synchronization;simulation model;synchronization profiler;system-on-a-chip development;timing information","","","","0","","9","","","20110110","","IEEE","","IEEE Conference Publications"
"The Challenges of Synthesizing Hardware from C-Like Languages","Edwards, S.A.","Dept. of Comput. Sci., Columbia Univ.","Design & Test of Computers, IEEE","May 2006","2006","23","5","375","386","This article presents one side of an ongoing debate on the appropriateness of C-like languages as hardware description languages. The article examines various features of C and their mapping to hardware, and makes a cogent argument that vanilla C is not the right language for hardware description if synthesis is the goal. C-like languages are far more compelling for these tasks, and one in particular, SystemC, is now widely used, as are many ad hoc variants","0740-7475","","","10.1109/MDT.2006.134","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1704728","C-like languages;Hardware synthesis;electronic system-level design","Accidents;Application software;Circuit synthesis;Hardware design languages;Kernel;Optimizing compilers;Programming profession;Switches;System software;System-level design","C language;hardware description languages;high level synthesis","C-like language;SystemC;hardware description language;hardware synthesis","","","","20","","18","","","20060925","","IEEE","IEEE Council on Electronic Design and Automation","IEEE Journals & Magazines"
"A novel multicore SDR architecture for smart vehicle systems","Yao-Hua Chen; Chia-Pin Chen; Pei-Wei Hsu; Chunfan Wei; Wei-Min Cheng; Hsun-Lun Huang; Tai-Yuan Cheng; Chen, A.Y.P.","Inf. &amp; Commun. Res. Labs., Ind. Technol. Res. Inst., Hsinchu, Taiwan","ITS Telecommunications (ITST), 2012 12th International Conference on","5-8 Nov. 2012","2012","","","275","279","A transceiver architecture with multi-core software-defined radio (SDR) technology is proposed for the physical layer inner processing of IEEE 802.11p in intelligent transportation systems (ITS). By localizing the data transmissions between the adjacent digital signal processors (DSP), concatenate memories and concatenate buses are introduced to ease the bandwidth requirement for the data communication among multicores. The proposed transceiver architecture is verified by the electronic system-level (ESL) virtual platform with two application-specific instruction-set processors (ASIP). The high level power estimation results are also provided in this paper. To enhance of the channel estimation and equalization performance of IEEE 802.11p, the capability of the proposed architecture with the decision feedback algorithm is analyzed.","","978-1-4673-3071-8","978-1-4673-3069-5","10.1109/ITST.2012.6425181","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6425181","IEEE 802.11p;application-specific instruction-set processor (ASIP);electronic system-level (ESL);intelligent transportation systems (ITS);software-defined radio (SDR)","Acceleration;Hardware;Quadrature amplitude modulation;Receivers;Switches;Time frequency analysis;Timing","automated highways;channel estimation;decision feedback equalisers;digital signal processing chips;instruction sets;radio transceivers;software radio;traffic engineering computing;wireless LAN","ASIP;DSP;ESL;IEEE 802.11;ITS;application-specific instruction-set processors;channel estimation enhancement;concatenate buses;concatenate memories;data communication;data transmissions;decision feedback algorithm;digital signal processors;electronic system-level virtual platform;equalization performance enhancement;high level power estimation;intelligent transportation systems;multicore SDR architecture;physical layer inner processing;smart vehicle systems;software-defined radio technology;transceiver architecture","","","","0","","13","","","20130131","","IEEE","","IEEE Conference Publications"
"Heterogeneous Multi-core SoC Implementation with System-Level Design Methodology","Jen-Chieh Yeh; Kung-Ming Ji; Shing-Wu Tung; Shau-Yin Tseng","Inf. & Commun. Res. Labs., Ind. Technol. Res. Inst., Hsinchu, Taiwan","High Performance Computing and Communications (HPCC), 2011 IEEE 13th International Conference on","2-4 Sept. 2011","2011","","","851","856","The trend towards heterogeneous multi-core integration and higher communication bandwidth drastically increases the complexity of the SoC. Architecture design and system validation become extremely challenging. This paper presents a multi-core computing platform which consists of general-purpose microprocessor and dual programmable digital signal processor (DSP) cores for multimedia applications. To demonstrate its outstanding performance and energy efficiency, we develop multimedia and image processing applications, such as H.264 decoding and object detection, on this multi-core computing platform. In addition, to evaluate the system performance and energy efficiency, electronic system-level (ESL) design with power information is conducted for the embedded system evaluation. According to the experimental results, the system-level virtual platform can assist the hardware engineers and software engineers to enhance the multi-core platform performance and application efficiency, respectively. The system-level design methodology benefits to the embedded multi-core design are discussed.","","978-1-4577-1564-8","978-0-7695-4538-7","10.1109/HPCC.2011.121","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6063087","DSP;Electronic System-Level (ESL);Multi-core SoC","Algorithm design and analysis;Decoding;Digital signal processing;Multimedia communication;Software;System performance;System-on-a-chip","computational complexity;digital signal processing chips;embedded systems;image coding;multimedia computing;multiprocessing systems;system-on-chip","DSP;ESL;H.264 decoding;computational complexity;digital signal processor;electronic system level;embedded system evaluation;hardware engineers;higher communication bandwidth;image processing applications;multicore SoC implementation;multicore computing platform;multicore integration;multimedia applications;object detection;power information;software engineers;system level design methodology","","","","0","","10","","","20111031","","IEEE","","IEEE Conference Publications"
"System Performance Analyses on PAC Duo ESL Virtual Platform","Zhe-Mao Hsu; I-Yao Chuang; Wen-Chien Su; Jen-Chieh Yeh; Jen-Kuei Yang; Shau-Yin Tseng","SoC Technol. Center, Ind. Technol. Res. Inst., Hsinchu, Taiwan","Intelligent Information Hiding and Multimedia Signal Processing, 2009. IIH-MSP '09. Fifth International Conference on","12-14 Sept. 2009","2009","","","406","409","The trend towards heterogeneous multi-core integration and higher communication bandwidth drastically increases the complexity of the SoC. Architecture design and system validation become extremely challenging. This paper presents a system-level virtual platform and simulation environment for multi-core system performance profiling and evaluation. At the higher level of abstraction, we implement a fast and high accurate dual DSP virtual platform for multimedia application. The simulation speed of this platform can achieve 100 times faster than RTL and the timing accuracy can maintain above 90%. Based on this virtual platform, the system function and performance analyses can be realized. We propose the performance metrics to analyze dual core system bottleneck. Experiments show that the virtual platform helps the system evaluation and exploration. The virtual platform can assist software and hardware engineers to scrutinize application efficiency and architecture evaluation respectively.","","978-1-4244-4717-6","978-0-7695-3762-7","10.1109/IIH-MSP.2009.86","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5337512","electronic system-level (ESL);performance analysis;virtual platform","Accuracy;Application software;Bandwidth;Digital signal processing;Hardware;Maintenance engineering;Measurement;Performance analysis;System performance;Timing","logic design;multimedia communication;parallel architectures;performance evaluation;system-on-chip;virtual machines","PAC Duo ESL virtual platform;SoC;dual DSP virtual platform;dual core system;heterogeneous multicore integration;multicore system performance evaluation;multicore system performance profiling;multimedia application;system performance analyses;system-level virtual platform","","","","4","","8","","","20091117","","IEEE","","IEEE Conference Publications"
"IEEE Standard for Standard SystemC Language Reference Manual - Redline","","","IEEE Std 1666-2011 (Revision of IEEE Std 1666-2005) - Redline","Jan. 9 2012","2012","","","1","1163","SystemC(R) is defined in this standard. SystemC is an ANSI standard C++ class library for system and hardware design for use by designers and architects who need to address complex systems that are a hybrid between hardware and software. This standard provides a precise and complete definition of the SystemC class library so that a SystemC implementation can be developed with reference to this standard alone. The primary audiences for this standard are the implementors of the SystemC class library, the implementors of tools supporting the class library, and the users of the class library. This standard is available at no charge in PDF format, thanks to the Open System C Initiative. http://www.systemc.org/home/.","","","978-0-7381-7138-8","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6581816","C++;IEEE 1666;SystemC;computer languages;digital systems;discrete event simulation;electronic design automation;electronic system level;electronic systems;embedded software;fixed-point;hardware description language;hardware design;hardware verification;system modeling;system-on-chip;transaction level","Computer languages;Digital systems;Discrete-time systems;Electronic design automation and methodology;Embedded systems;Hardware verification;IEEE standards;Software engineering;System-on-chip","","","","","","0","","","","","20130815","","IEEE","","IEEE Standards"
"Transaction Level Modeling for Early Verification on Embedded System Design","Abdurohman, M.; Kuspriyanto; Sutikno, S.; Sasongko, A.","Informatic Dept., IT Telkom, Bandung, Indonesia","Computer and Information Science, 2009. ICIS 2009. Eighth IEEE/ACIS International Conference on","1-3 June 2009","2009","","","277","282","Time-to-market pressure and productivity gap are two factors that encourage the electronic design automation (EDA) industry and researcher of embedded system to enhance embedded system design method. Current embedded system design approach, register transfer level, is not sufficient to fulfill the embedded system design necessity. It needs a new design method above RTL, higher abstraction layer. Electronic system level is general term that used to name system above RTL. ESL definition so far is a system above RTL including hardware and software. In this paper we designed a transaction level modeling for early verification on embedded system design. This modeling is used to know functionality fulfillment at early stage. We specify four kind model for early verification purpose.","","978-0-7695-3641-5","","10.1109/ICIS.2009.41","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5222871","Early Verification;Electronic System Level (ESL);Register Transfer level (RTL);SystemC;Transaction Level Modeling(TLM)","Costs;Design methodology;Electronic design automation and methodology;Electronics industry;Embedded software;Embedded system;Hardware design languages;Integrated circuit modeling;Software design;Time to market","electronic design automation;embedded systems;hardware description languages;logic partitioning;logic testing","EDA industry;ESL definition;HW/SW partitioning;early verification;electronic design automation;electronic system level;embedded system design verification;hardware description language;register transfer level;time-to-market pressure;transaction level modeling","","","","1","","17","","","20090825","","IEEE","","IEEE Conference Publications"
"IEEE Standard for IP-XACT, Standard Structure for Packaging, Integrating, and Reusing IP within Tools Flows","","","IEEE Std 1685-2009","Feb. 18 2010","2010","","","C1","360","Conformance checks for eXtensible Markup Language (XML) data designed to describe electronic systems are formulated by this standard. The meta-data forms that are standardized include: components, systems, bus interfaces and connections, abstractions of those buses, and details of the components including address maps, register and field descriptions, and file set descriptions for use in automating design, verification, documentation, and use flows for electronic systems. A set of XML schemas of the form described by the World Wide Web Consortium (W3CÂ®) and a set of semantic consistency rules (SCRs) are included. A generator interface that is portable across tool environments is provided. The specified combination of methodology-independent meta-data and the tool-independent mechanism for accessing that data provides for portability of design data, design methodologies, and environment implementations.","","978-0-7381-6160-0","978-0-7381-6159-4","10.1109/IEEESTD.2010.5417309","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5417309","abstraction definitions, address space specification, bus definitions, design environment, EDA, electronic design automation, electronic system level, ESL, implementation constraints, IP-XACT, register transfer level, RTL, SCRs, semantic consistency rules, TGI, tight generator interface, tool and data interoperability, use models, XML design meta-data, XML schema","","","","","","","2","","6","","","20100218","","IEEE","","IEEE Standards"
"A novel memory architecture for multicore SDR systems","Wei-Min Cheng; Yao-Hua Chen; Pei-Wei Hsu; Chun-Fan Wei; Chia-Pin Chen; Hsun-Lun Huang","Inf. & Commun. Res. Labs., Ind. Technol. Res. Inst., Hsinchu, Taiwan","Signal Processing (ICSP), 2012 IEEE 11th International Conference on","21-25 Oct. 2012","2012","1","","398","401","For conventional wireless transceiver architectures with software-defined radio (SDR) technology, the communication between microcontrollers, DSPs (digital signal processors), and memories are through public shared buses. As wireless standards change frequently, the demands of bus bandwidth increase. To avoid bus bottlenecks and to get better performance, the wireless transceiver architectures with concatenate memories and concatenate buses are proposed. The application-specific instruction-set processor (ASIP) for the IEEE 802.11p standard and the electronic system-level (ESL) virtual platform for the inner receiver of IEEE 802.11p are built. Via the proposed transceiver architectures with concatenate memories and concatenate buses, the bandwidth of communication between DSPs through public shared buses can be saved because the communications between DSPs and concatenate memories are through concatenate buses.","2164-5221","978-1-4673-2196-9","","10.1109/ICoSP.2012.6491685","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6491685","IEEE 802.11p;application-specific instruction-set processor (ASIP);electronic system-level (ESL);software-defined radio (SDR);wireless communications;wireless local area network (WLAN)","","digital signal processing chips;field buses;instruction sets;microcontrollers;radio transceivers;shared memory systems;software radio;telecommunication standards","ASIP;DSP;ESL;IEEE 802.11p standard;application-specific instruction-set processor;bus bottleneck avoidance;concatenate bus bandwidth;concatenate memory architecture;digital signal processor;electronic system-level virtual platform;microcontroller;multicore SDR system;public shared bus;software-defined radio technology;wireless standard;wireless transceiver architecture","","","","0","","12","","","20130404","","IEEE","","IEEE Conference Publications"
"The New World of ESL Design","Kwang-Ting Cheng","","Design & Test of Computers, IEEE","May 2006","2006","23","5","333","333","This issue of IEEE Design & Test discusses some of the challenges of electronic system-level design and their corresponding solutions. In addition, a special section highlights the 2006 International Test Conference.","0740-7475","","","10.1109/MDT.2006.135","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1704722","ESL;electronic system-level design","Electronic equipment testing;System testing;System-level design","","ESL;electronic system-level design","","","","0","","","","","20060925","","IEEE","IEEE Council on Electronic Design and Automation","IEEE Journals & Magazines"
"An accurate system architecture refinement methodology with mixed abstraction-level virtual platform","Zhe-Mao Hsu; Jen-Chieh Yeh; I-Yao Chuang","SoC Technol. Center, Ind. Technol. Res. Inst., Hsinchu, Taiwan","Design, Automation & Test in Europe Conference & Exhibition (DATE), 2010","8-12 March 2010","2010","","","568","573","The increasing complexity of today's system-on-a-chip (SoC) design is challenging the design engineers to evaluate the system performance and explore the design space. Electronic system-level (ESL) design methodology is of great help for attacking the challenges in recent years. In this paper, we present a system-level architecture refinement flow and implement a dual DSP cores virtual system based-on the highly accurate mixed abstraction-level modeling methodology. The constructed virtual platform can run various multimedia applications and achieve high accuracy. Compared with the traditional RTL simulation, the error rate is less than 5% and the simulation speed is around 100 times faster. Using the architecture refinement flow, the system performance profiling and architecture exploration is also realized for the software and hardware engineers to scrutinize the complicated system.","1530-1591","978-1-4244-7054-9","","10.1109/DATE.2010.5457141","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5457141","architecture refinement;electronic system-level (ESL);system validation;transaction-level modeling (TLM)","Application software;Computer architecture;Design engineering;Design methodology;Digital signal processing;Error analysis;Software performance;Space exploration;System performance;System-on-a-chip","digital signal processing chips;electronic engineering computing;logic design;system-on-chip","SoC design;accurate system architecture refinement;dual DSP cores virtual system;electronic system-level;mixed abstraction-level virtual platform;system-level architecture refinement flow;system-on-a-chip design","","","","2","","10","","","20100429","","IEEE","","IEEE Conference Publications"
"HW/SW co-design platform for image and video processing applications on Virtex-5 FPGA using PICO","Desmouliers, C.; Aslan, S.; Oruklu, E.; Saniie, J.; Vallina, F.M.","Dept. of Electr. & Comput. Eng., Illinois Inst. of Technol., Chicago, IL, USA","Electro/Information Technology (EIT), 2010 IEEE International Conference on","20-22 May 2010","2010","","","1","6","The objective of this work is to design and implement an Image and Video Processing Platform (IVPP) on FGPAs using PICO based HLS. This hardware/software codesign platform has been implemented on a Xilinx Virtex-5 FPGA. The video interface blocks are done in RTL and the initialization phase is done using a MicroBlaze processor allowing the support of multiple video resolutions. This paper discusses the architectural building blocks showing the flexibility of the proposed platform. This flexibility is achieved by using a new design flow based on PICO. IVPP allows custom-processing blocks to be plugged-in to the platform architecture without modifying the front-end (capturing video data) and back-end (displaying processed output). This paper presents several examples of video processing applications, such as a Canny edge detector, motion detector and object tracking that have been realized using IVPP for real-time video processing.","2154-0357","978-1-4244-6873-7","","10.1109/EIT.2010.5612173","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5612173","Field programmable gate arrays;PICO;electronic system level;high level synthesis;real-time video processing;system level design","Detectors;Field programmable gate arrays;Hardware;Image edge detection;Pixel;Streaming media;Timing","edge detection;field programmable gate arrays;hardware-software codesign;real-time systems;video signal processing","Canny edge detector;HW/SW codesign platform;MicroBlaze processor;PICO;Virtex-5 FPGA;hardware software codesign;image processing applications;motion detector;multiple video resolutions;object tracking;real-time video processing;video interface blocks;video processing applications","","","","1","","8","","","20101028","","IEEE","","IEEE Conference Publications"
"Rapid prototyping of digital controllers using FPGAs and ESL/HLS design methodologies","Economakos, C.; Sidiropoulos, H.; Economakos, G.","Dept. of Autom. Eng., Technol. Educ. Instn. of Sterea Ellada, Psahna, Greece","Automation and Computing (ICAC), 2013 19th International Conference on","13-14 Sept. 2013","2013","","","1","6","Recent advances in embedded automation applications require quality of results in terms of speed and computational complexity, along with strict time-to-market schedules. To cope with these demands, the design industry is searching for novel approaches. Performance is sought by utilizing modern FPGA devices, offering hundreds of GFLOPs with maximum power efficiency. Productivity is enforced with HighLevel Synthesis (HLS) and Electronic System Level (ESL) design methodologies, that offer an efficient abstraction level to boost-up early prototyping. This paper presents a methodology and the required tool flow for the design of a System-on-Chip (SoC) architecture, as a reference for modern control applications. The advantages of the proposed methodology are: (a) improved performance through hardware acceleration of demanding application cores, (b) improved quality of results with floating point calculations, (c) flexibility and integration of common peripheral devices supported by a RISC microcontroller and (d) improved designer productivity by avoiding Hardware Description Languages (HDLs) and other time consuming and error introducing procedures and working with C level design descriptions only. Experimental results show that the proposed SoC architecture is an efficient rapid prototyping platform for digital control applications, with very promising future extension capabilities.","","","","","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6662027","Digital control;FPGAs;electronic system-level design;high-level synthesis;rapid prototyping","Computer architecture;Field programmable gate arrays;Hardware;Microcontrollers;Productivity;Software;System-on-chip","control engineering computing;digital control;high level synthesis;microcontrollers;rapid prototyping (industrial);system-on-chip","C level design descriptions;ESL-HLS design methodologies;FPGA;RISC microcontroller;SoC architecture;abstraction level;application cores;computational complexity;designer productivity;digital control applications;electronic system level;embedded automation applications;field programmable gate arrays;floating point calculations;hardware acceleration;high-level synthesis;peripheral device integration;power efficiency;rapid prototyping;system-on-chip;time-to-market schedules","","","","0","","","","","20131114","","IEEE","","IEEE Conference Publications"
"IEEE Standard for Standard SystemC Language Reference Manual","","","IEEE Std 1666-2011 (Revision of IEEE Std 1666-2005)","Jan. 9 2012","2012","","","1","638","SystemC<sup>®</sup> is defined in this standard. SystemC is an ANSI standard C++ class library for system and hardware design for use by designers and architects who need to address complex systems that are a hybrid between hardware and software. This standard provides a precise and complete definition of the SystemC class library so that a SystemC implementation can be developed with reference to this standard alone. The primary audiences for this standard are the implementors of the SystemC class library, the implementors of tools supporting the class library, and the users of the class library.","","","978-0-7381-6801-2","10.1109/IEEESTD.2012.6134619","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6134619","C++;IEEE 1666;SystemC;computer languages;digital systems;discrete event simulation;electronic design automation;electronic system level;electronic systems;embedded software;fixed-point;hardware description language;hardware design;hardware verification;system modeling;system-on-chip;transaction level","Computer languages;Discrete event simulation;Electronic design automation and methodology;Embedded software;Hardware design languages;IEEE standards;Programming;System-on-a-chip","ANSI standards;C++ language;IEEE standards","ANSI standard C++ class library;IEEE standard;SystemC class library","","","","1","","1","","","20120118","","IEEE","","IEEE Standards"
"Wireless, ESL, DFM, and Power on Stage at 42nd DAC","Martin, G.","Technical Program Committee cochair, DAC 2005","Design & Test of Computers, IEEE","Sept.-Oct. 2005","2005","22","5","397","398","The 42nd Design Automation Conference, the world's leading conference and exhibition for design automation, took place in Anaheim, California, from 13 to 17 June 2005. This year's DAC featured a special industry theme day, ""Wireless Wednesday,"" and two keynote talks, by Bernard Meyerson of IBM and Ron Rohrer of Cadence. The technical program explored front-end design issues at the electronic system level (ESL), and various topics linking design and manufacturing. DAC 2006 will take place in San Francisco, California, from 24 to 28 July 2006.","0740-7475","","","10.1109/MDT.2005.122","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1511970","DAC 2005;DAC 2006;EDA;SoC design;electronic system level (ESL) design;wireless","Automatic testing;Circuit testing;Design for manufacture;Electronic design automation and methodology;Electronic equipment testing;Embedded software;Integrated circuit testing;Logic testing;Software testing;System testing","","DAC 2005;DAC 2006;EDA;SoC design;electronic system level (ESL) design;wireless","","","","0","","","","","20050926","","IEEE","IEEE Council on Electronic Design and Automation","IEEE Journals & Magazines"
"PAC Duo SoC performance analysis with ESL design methodology","I-Yao Chuang; Chi-Wen Chang; Tso-Yi Fan; Jen-Chieh Yeh; Kung-Ming Ji; Jui-Liang Ma; An-Yeu Wu; Shih-Yin Lin","Ind. Technol. Res. Inst., SoC Technol. Center, Hsinchu, Taiwan","ASIC, 2009. ASICON '09. IEEE 8th International Conference on","20-23 Oct. 2009","2009","","","399","402","PAC Duo system on chip (SoC) is a high performance and low power multimedia tri-core SoC designed at SoC Technology Center (STC) of Industrial Technology and Research Institute (ITRI). We are facing a situation of continuous increasing of design complexity, when we integrate more components and try to evaluate the system performance or do further architecture exploration. In this paper, we present a system-level virtual platform and simulation environment for performance profiling and evaluation based on electronic system-level (ESL) design methodology. Through the fine-tuning of functionality, timing, and simulation speed, the resulted virtual platform achieves a high accuracy with a less than 10% of the cycle count error against RTL simulation with an 80~150 times simulation performance improvement. With this methodology, the system function evaluation and performance profiling can be easily realized. We also show the experimental results for various multimedia applications compared with RTL simulation and further demonstrate how the virtual platform successfully predicts the real chip performance of the evaluation board.","","978-1-4244-3868-6","978-1-4244-3870-9","10.1109/ASICON.2009.5351247","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5351247","electronic system-level (ESL);parallel architecture core (PAC);performance evaluation;system on chip (SoC);transaction-level modeling (TLM)","Design methodology;Digital signal processing;Field programmable gate arrays;Performance analysis;Predictive models;Registers;System performance;System-on-a-chip;Timing;VLIW","parallel architectures;system-on-chip","ESL design methodology;Industrial Technology and Research Institute;PAC Duo SoC performance analysis;SoC Technology Center;electronic system-level design methodology;multimedia applications;parallel architecture core;system on chip;system-level virtual platform","","","","1","","8","","","20091211","","IEEE","","IEEE Conference Publications"
"On the efficient algorithm/architecture co-exploration for complex video processing","Gwo-Giun Lee; Ming-Jiun Wang; He-Yuan Lin; Ron-Lai Lai","Dept. of Electr. Eng., Nat. Cheng Kung Univ., Tainan","Multimedia and Expo, 2008 IEEE International Conference on","June 23 2008-April 26 2008","2008","","","1057","1060","Targeted for highly sophisticated visual signal processing, we introduce in this paper complexity metrics or measures of algorithms which featuring architectural information are feedback or back annotated in early design stages to facilitate concurrent exploration of both algorithmic and architectural optimizations. With application to 3D spatio-temporal motion estimation for video coding, we have demonstrated significant reduction in design cost while the algorithmic performance still surpasses recent published works and even full search under many circumstances. Moreover, we have also shown the importance and substantiality of this complexity analysis technique in the extraction of features common to various different de-interlacing algorithms adapted for versatile video content, in designing highly efficient reconfigurable video architectures. As such this novel algorithm/architecture co-exploration methodology forms the basis for dataflow models with more accurate software/hardware partitioning resulting in multi-million gate and/or instruction software simulation platforms and fast prototyping hardware platforms for the next generation electronic system level design of SoCpsilas.","","978-1-4244-2570-9","978-1-4244-2571-6","10.1109/ICME.2008.4607620","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4607620","algorithm/architecture co-design;back annotation;complexity analysis;design space exploration;electronic system level design","Algorithm design and analysis;Computer architecture;Design optimization;Feedback;Hardware;Motion estimation;Partitioning algorithms;Signal design;Signal processing algorithms;Video signal processing","feature extraction;feedback;motion estimation;video coding","3D spatio-temporal motion estimation;complexity analysis technique;dataflow models;de-interlacing algorithms;feature extraction;feedback;video coding;visual signal processing","","","","3","","5","","","20080826","","IEEE","","IEEE Conference Publications"
"Are current ESL tools meeting the requirements of advanced embedded systems?","Teich, J.","Univ. of Erlangen-Nuremberg, Erlangen","Hardware/Software Codesign and System Synthesis, 2006. CODES+ISSS '06. Proceedings of the 4th International Conference","22-25 Oct. 2006","2006","","","166","166","Electronic System Level (ESL) tools are becoming more and more important in order to bridge the well-known productivity design gap. This panel brings together specialists from industry and ESL tool houses to discuss whether current ESL tools available are usable and meeting the requirements of the industry. In particular, we would like to know to what degree currently available tools from major ESL tool houses are used for designing what kind of systems in industry, and for what purpose such as analysis, design space exploration, or synthesis, etc. these tools are currently used. Also, we would like to discuss to what degree existing tools can help in reducing design time, and finally, what the industry sees the most challenging features of tools currently not yet available. On the other side, we would like to know the opinion of the ESL tool houses what they see the most important offerings of ESL tools currently available as well as the most challenging points and problems why ESL hasn't really taken off so far. Could this either be an industry issue, a methodology issue, a design issue or a tool issue?","","1-59593-370-0","1-59593-370-0","10.1145/1176254.1176295","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4278509","behavioral and system synthesis;electronic design automation;electronic system level (ESL) design","Aerospace industry;Bridges;Design automation;Design methodology;Electronic design automation and methodology;Electronics industry;Embedded system;Microelectronics;Productivity;Space exploration","electronic design automation;embedded systems;formal specification;software houses;software tools","ESL tool houses;ESL tools;advanced embedded systems;design space exploration;electronic system level tools;productivity design gap","","","","0","","","","","20070730","","IEEE","","IEEE Conference Publications"
"A Platform-Based Taxonomy for ESL Design","Densmore, D.; Passerone, R.","Dept. of Electr. Eng. & Comput. Sci., California Univ.","Design & Test of Computers, IEEE","May 2006","2006","23","5","359","374","This article presents a taxonomy for ESL tools and methodologies that combines UC Berkeley's platform-based design terminologies with Dan Gajski's Y-chart work. This is timely and necessary because in the ESL world we seem to be building tools without first establishing an appropriate design flow or methodology, thereby creating a lot of confusion. This taxonomy can help stem the tide of confusion","0740-7475","","","10.1109/MDT.2006.112","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1704727","ESL;design flow;electronic system-level design;taxonomy","Aerospace industry;Consumer electronics;Information analysis;Packaging;Paints;Process design;System-level design;Taxonomy;Terminology;Web page design","electronic design automation;embedded systems;hardware description languages;logic design","ESL design;electronic system-level;platform-based taxonomy","","","","51","","9","","","20060925","","IEEE","IEEE Council on Electronic Design and Automation","IEEE Journals & Magazines"
"System level synthesis of hardware for DSP applications using pre-characterized function implementations","Shuo Li; Farahini, N.; Hemani, A.; Rosvall, K.; Sander, I.","ES/ICT, R. Inst. of Technol. (KTH), Kista, Sweden","Hardware/Software Codesign and System Synthesis (CODES+ISSS), 2013 International Conference on","Sept. 29 2013-Oct. 4 2013","2013","","","1","10","SYLVA is a system level synthesis framework that transforms DSP sub-systems modeled as synchronous data flow into hardware implementations in ASIC, FPGAs or CGRAs. SYLVA synthesizes in terms of pre-characterized function implementations (FTMPs). It explores the design space in three dimensions, number of FTMPs, type of FTMPs and pipeline parallelism between the producing and consuming FTMPs. We introduce timing and interface model of FTMPs to enable reuse and automatic generation of Global Interconnect and Control (GLIC) to glue the FTMPs together into a working system. SYLVA has been evaluated by applying it to five realistic DSP applications and results analyzed for design space exploration, efficacy in generating GLIC by comparing to manually generated GLIC and accuracy of design space exploration by comparing the area and energy costs considered during the design space exploration based on pre-characterized FIMPs and the final results.","","","","10.1109/CODES-ISSS.2013.6659003","http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6659003","Design Space Exploration;Electronic System Level Synthesis;Reuse;Synchronous Data Flow;System Level Synthesis","Abstracts;Field programmable gate arrays;Libraries","digital signal processing chips;high level synthesis","ASIC;CGRA;DSP applications;DSP subsystems;FIMP;FPGA;GLIC;SYLVA;design space exploration;energy costs;global interconnect and control;hardware implementations;precharacterized function implementations;synchronous data flow;system level hardware synthesis","","","","1","","","","","20131111","","IEEE","","IEEE Conference Publications"
